Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
221.00014,Centrale EDF de St Barthelemy,2015,Air,CO2 Total d'origine non biomasse uniquement,75600.000,t/an
221.00014,Centrale EDF de St Barthelemy,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),75600.000,t/an
221.00015,Centrale EDF de Saint Martin,2015,Air,Cobalt et ses composés (Co),9,kg/an
221.00015,Centrale EDF de Saint Martin,2015,Air,Hydrocarbures aromatiques polycycliques (HAP),671,kg/an
221.00015,Centrale EDF de Saint Martin,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),1330000,kg/an
221.00015,Centrale EDF de Saint Martin,2015,Air,CO2 Total d'origine non biomasse uniquement,81500.000,t/an
221.00015,Centrale EDF de Saint Martin,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),81500.000,t/an
221.00016,Energie Antilles,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),280000,kg/an
221.00016,Energie Antilles,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),611000,kg/an
221.00016,Energie Antilles,2015,Air,CO2 Total d'origine non biomasse uniquement,91100.000,t/an
221.00016,Energie Antilles,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),91100.000,t/an
221.00032,SA Sucreries Rhumeries de Marie-Galant,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),21000.000,t/an
221.00032,SA Sucreries Rhumeries de Marie-Galant,2015,Air,CO2 Total d'origine biomasse uniquement,21000.000,t/an
221.00089,Société Agricole de Bologne,2015,Sol,Cuivre et ses composés (Cu),58,kg/an
221.00164,CENTRALE ESM ST MARTIN,2015,Air,Cobalt et ses composés (Co),7,kg/an
221.00164,CENTRALE ESM ST MARTIN,2015,Air,Hydrocarbures aromatiques polycycliques (HAP),341,kg/an
221.00164,CENTRALE ESM ST MARTIN,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),774000,kg/an
221.00164,CENTRALE ESM ST MARTIN,2015,Air,CO2 Total d'origine non biomasse uniquement,64800.000,t/an
221.00164,CENTRALE ESM ST MARTIN,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),64800.000,t/an
221.00284,Décharge de la Gabarre,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),7930000,kg/an
221.00284,Décharge de la Gabarre,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),329000,kg/an
221.00284,Décharge de la Gabarre,2015,Eau (direct),Mercure et ses composés (Hg),2.5,kg/an
221.00371,SITA ESPERANCE,2015,Air,Méthane (CH4),157000,kg/an
22101145,EARL DAMANY,2015,Air,Ammoniac (NH3),15800,kg/an
22116122,GAEC DE BEAUPRE,2015,Air,Ammoniac (NH3),14200,kg/an
22118067,SCEA DES MENHIRS,2015,Air,Ammoniac (NH3),13800,kg/an
22136392,SCA LE BIHAN-GLOUX,2015,Air,Ammoniac (NH3),27700,kg/an
22142158,EARL lucien GEFFRELOT,2015,Air,Ammoniac (NH3),13100,kg/an
22143097,SCEA DU CHAMP RATEL,2015,Air,Ammoniac (NH3),13400,kg/an
22152077,SCEA DE KERFOS,2015,Air,Ammoniac (NH3),14400,kg/an
22165001,GAEC DES MEZERAIS,2015,Air,Ammoniac (NH3),10500,kg/an
22166005,SCEA ELEVAGE AVICOLE DE CRECH MIN,2015,Air,Ammoniac (NH3),14700,kg/an
22175071,GAEC DE COAT BIHAN,2015,Air,Ammoniac (NH3),15400,kg/an
22180118,SCEA FAIRIER,2015,Air,Ammoniac (NH3),16300,kg/an
22182010,EARL DES PELLIERES,2015,Air,Ammoniac (NH3),17300,kg/an
22182030,GAEC DU CLOS DE LA PIERRE,2015,Air,Ammoniac (NH3),10900,kg/an
22183286,EARL JOSSE,2015,Air,Ammoniac (NH3),14600,kg/an
22189131,GAEC DE LANLAY,2015,Air,Ammoniac (NH3),24200,kg/an
22190076,EARL DU CHAMP TISON,2015,Air,Protoxyde d'azote (N2O),19100,kg/an
22193002,EARL DU HAUT QUINEUC,2015,Air,Ammoniac (NH3),11300,kg/an
222.00009,LA MARTINIQUAISE DE VALORISATION S.A.,2015,Air,CO2 Total d'origine non biomasse uniquement,33300.000,t/an
222.00009,LA MARTINIQUAISE DE VALORISATION S.A.,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),75900.000,t/an
222.00009,LA MARTINIQUAISE DE VALORISATION S.A.,2015,Air,CO2 Total d'origine biomasse uniquement,42600.000,t/an
222.00016,Centrale électrique de pointe des carrières,2015,Air,Antimoine et ses composés (Sb),24.5,kg/an
222.00016,Centrale électrique de pointe des carrières,2015,Air,Benzène,1350,kg/an
222.00016,Centrale électrique de pointe des carrières,2015,Air,Cobalt et ses composés (Co),122,kg/an
222.00016,Centrale électrique de pointe des carrières,2015,Air,Nickel et ses composés (Ni),816,kg/an
222.00016,Centrale électrique de pointe des carrières,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),1350000,kg/an
222.00016,Centrale électrique de pointe des carrières,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),2460000,kg/an
222.00016,Centrale électrique de pointe des carrières,2015,Air,Particules de taille inférieure à 10 µm (PM10),60400,kg/an
222.00016,Centrale électrique de pointe des carrières,2015,Air,CO2 Total d'origine non biomasse uniquement,383000.000,t/an
222.00016,Centrale électrique de pointe des carrières,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),383000.000,t/an
222.00020,RHUMS MARTINIQUAIS SAINT JAMES,2015,Air,Composés organiques volatils non méthaniques (COVNM),126000,kg/an
222.00036,DISTILLERIE DU SIMON,2015,Air,Composés organiques volatils non méthaniques (COVNM),37600,kg/an
222.00040,SAEM LE GALION,2015,Air,Poussières totales (TSP),134000,kg/an
222.00040,SAEM LE GALION,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24600.000,t/an
222.00040,SAEM LE GALION,2015,Air,CO2 Total d'origine biomasse uniquement,24600.000,t/an
222.00044,SARA RAFFINERIE,2015,Air,Benzène,2690,kg/an
222.00044,SARA RAFFINERIE,2015,Air,Composés organiques volatils non méthaniques (COVNM),272000,kg/an
222.00044,SARA RAFFINERIE,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),707000,kg/an
222.00044,SARA RAFFINERIE,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),350000,kg/an
222.00044,SARA RAFFINERIE,2015,Air,CO2 Total d'origine non biomasse uniquement,163000.000,t/an
222.00044,SARA RAFFINERIE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),163000.000,t/an
22207265,SIDANER Jean Noël,2015,Air,Ammoniac (NH3),13300,kg/an
22208266,HUET PHILIPPE,2015,Air,Ammoniac (NH3),14100,kg/an
22214001,EARL DE KERNARHANT,2015,Air,Ammoniac (NH3),12800,kg/an
22219233,SCEA DAVID,2015,Air,Ammoniac (NH3),13500,kg/an
22222218,LE PAGE PHILIPPE,2015,Air,Ammoniac (NH3),13200,kg/an
22229308,SARL CARO JULIEN AVICULTURE,2015,Air,Ammoniac (NH3),13900,kg/an
22237125,EARL ELEVAGE ROBERT Hervé,2015,Air,Ammoniac (NH3),17600,kg/an
22237130,EARL LONCLE et ROBERT,2015,Air,Ammoniac (NH3),11700,kg/an
22241159,SCEA BALUSSON,2015,Air,Ammoniac (NH3),33500,kg/an
22243164,EARL GOASMIN,2015,Air,Ammoniac (NH3),16200,kg/an
22248003,SCEA DE LA LANDE,2015,Air,Ammoniac (NH3),19900,kg/an
22248220,GAEC DE L'UNION,2015,Air,Ammoniac (NH3),15800,kg/an
22260103,EARL DE LANEGOFF,2015,Air,Ammoniac (NH3),15300,kg/an
22260105,EARL DU BOURG,2015,Air,Ammoniac (NH3),10600,kg/an
22265105,SCEA SALLIOU,2015,Air,Ammoniac (NH3),14900,kg/an
22281115,EARL BOITARD FEUILLET,2015,Air,Ammoniac (NH3),12300,kg/an
22284019,LE FEVRE Anne,2015,Air,Ammoniac (NH3),19900,kg/an
22284104,EARL DE KERHELLEC,2015,Air,Ammoniac (NH3),47000,kg/an
22296095,ELEVAGE DE LA BOURDONNIERE,2015,Air,Ammoniac (NH3),15100,kg/an
223.00001,COMPAGNIE COGENERATION DU GALION,2015,Air,CO2 Total d'origine non biomasse uniquement,92400.000,t/an
223.00001,COMPAGNIE COGENERATION DU GALION,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),92400.000,t/an
22322020,GAEC DE BELLE FONTAINE,2015,Air,Ammoniac (NH3),12800,kg/an
22328172,LE DEUFF Jean-Yves,2015,Air,Ammoniac (NH3),15400,kg/an
22334071,SCEA DE LA PIERRE BLEUE,2015,Air,Ammoniac (NH3),13000,kg/an
22337214,SCEA CRESTEL PHILIPPE,2015,Air,Ammoniac (NH3),14100,kg/an
22351044,EARL DE KERNEVEZ,2015,Air,Ammoniac (NH3),11100,kg/an
22383027,EARL LE BOUDER,2015,Air,Ammoniac (NH3),19700,kg/an
24217039,GAEC DU PECH DU DOGNON,2015,Air,Ammoniac (NH3),27600,kg/an
24308102,SARL DES MAINES,2015,Air,Ammoniac (NH3),23300,kg/an
24392040,SCEA LE BOIS BARAT,2015,Air,Ammoniac (NH3),15600,kg/an
246.00015,GRTgaz - Station de Compression de PALLEAU,2015,Air,Composés organiques volatils non méthaniques (COVNM),41600,kg/an
246.00015,GRTgaz - Station de Compression de PALLEAU,2015,Air,Méthane (CH4),279000,kg/an
246.00015,GRTgaz - Station de Compression de PALLEAU,2015,Air,CO2 Total d'origine non biomasse uniquement,25600.000,t/an
246.00015,GRTgaz - Station de Compression de PALLEAU,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),25600.000,t/an
247.00068,SCHNEIDER ELECTRIC AMT,2015,Air,Hexafluorure de soufre (SF6),112,kg/an
250.00009,FOULON SOPAGLY,2015,Eau (indirect),Demande biologique en oxygène (DBO5),172000,kg/an
250.00009,FOULON SOPAGLY,2015,Eau (indirect),Demande chimique en oxygène (DCO),331000,kg/an
250.00023,VALEST,2015,Air,Méthane (CH4),473000,kg/an
250.00023,VALEST,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15600.000,t/an
250.00023,VALEST,2015,Air,CO2 Total d'origine biomasse uniquement,15600.000,t/an
25056200,SBA Société Bisontine d'Abattage,2015,Eau (indirect),Demande biologique en oxygène (DBO5),106000,kg/an
25056200,SBA Société Bisontine d'Abattage,2015,Eau (indirect),Demande chimique en oxygène (DCO),206000,kg/an
252.00001,CREUSOT FORGE,2015,Air,CO2 Total d'origine non biomasse uniquement,15100.000,t/an
252.00001,CREUSOT FORGE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15100.000,t/an
252.00026,KNAUF EST TORCY,2015,Air,Composés organiques volatils non méthaniques (COVNM),30400,kg/an
252.00084,TERREAL,2015,Air,CO2 Total d'origine non biomasse uniquement,17200.000,t/an
252.00084,TERREAL,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17200.000,t/an
25240390,SARL PORFINS,2015,Air,Ammoniac (NH3),20100,kg/an
25578200,Les éleveurs de la Chevillotte,2015,Eau (indirect),Demande biologique en oxygène (DBO5),99000,kg/an
25578200,Les éleveurs de la Chevillotte,2015,Eau (indirect),Demande chimique en oxygène (DCO),209000,kg/an
26000006,VIGNON HENRI,2015,Air,Ammoniac (NH3),13800,kg/an
26064533,EARL DAME BLANCHE,2015,Air,Ammoniac (NH3),10600,kg/an
26064927,SCEA REYNAUD,2015,Air,Ammoniac (NH3),10900,kg/an
26088933,EARL BENOIT ET FILS,2015,Air,Ammoniac (NH3),27900,kg/an
26129992,AVIDOR,2015,Air,Ammoniac (NH3),32400,kg/an
26149951,EARL J2AP,2015,Air,Ammoniac (NH3),13500,kg/an
26323939,EARL D'OCTAVEON,2015,Air,Ammoniac (NH3),12200,kg/an
26339930,FERME MONTILIENNE L'HOMME D'ARME,2015,Air,Ammoniac (NH3),44400,kg/an
27025952,FERME D'AUTHEUIL,2015,Air,Ammoniac (NH3),49500,kg/an
27040151,EARL LES TRINQUETS,2015,Air,Ammoniac (NH3),24500,kg/an
27306052,EARL DE LA GALLINETTE,2015,Air,Ammoniac (NH3),36800,kg/an
27618091,SARL WILLEMS,2015,Air,Ammoniac (NH3),17700,kg/an
28018170,EARL CHALLIER,2015,Air,Ammoniac (NH3),21500,kg/an
281.00042,POWEO PONT SUR SAMBRE PRODUCTION,2015,Air,CO2 Total d'origine non biomasse uniquement,211000.000,t/an
281.00042,POWEO PONT SUR SAMBRE PRODUCTION,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),211000.000,t/an
28185050,SARL DU MOULIN,2015,Air,Ammoniac (NH3),13800,kg/an
28196179,EARL BRULE,2015,Air,Ammoniac (NH3),15100,kg/an
28225087,SCEA SAINT ELOI,2015,Air,Ammoniac (NH3),23300,kg/an
283.00009,DALKIA FRANCE,2015,Air,CO2 Total d'origine non biomasse uniquement,23900.000,t/an
283.00009,DALKIA FRANCE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),23900.000,t/an
28383098,SARL PORCS BEAUCE,2015,Air,Ammoniac (NH3),15800,kg/an
29002063,EARL DE BELLEVUE,2015,Air,Ammoniac (NH3),16500,kg/an
29004023,JEAN PIERRE TALLEC,2015,Eau (indirect),Demande biologique en oxygène (DBO5),48500,kg/an
29015168,SAS LICHOU,2015,Air,Ammoniac (NH3),12700,kg/an
29017059,EARL QUEMENEUR BERNARD,2015,Air,Ammoniac (NH3),12000,kg/an
29027051,EARL MERCIER,2015,Air,Ammoniac (NH3),12200,kg/an
29027076,SALAUN Yannick,2015,Air,Ammoniac (NH3),11200,kg/an
29035023,GAEC DU GOADEC,2015,Air,Ammoniac (NH3),17000,kg/an
29051020,SAS JEAN CABY usine de Quimper,2015,Eau (indirect),Demande biologique en oxygène (DBO5),47300,kg/an
29058241,EARL LE ROUX,2015,Air,Ammoniac (NH3),10300,kg/an
29068110,EARL DE KERILLY,2015,Air,Ammoniac (NH3),15400,kg/an
29068188,EARL DU ROCHER,2015,Air,Ammoniac (NH3),17100,kg/an
29102009,EARL ROHEL,2015,Air,Ammoniac (NH3),28100,kg/an
29117036,EARL FOZ NEVEZ,2015,Air,Ammoniac (NH3),11200,kg/an
29119084,EARL LE GALL BERNARD,2015,Air,Ammoniac (NH3),16500,kg/an
29128064,SCEA ELEVAGE DE KERGOFF,2015,Air,Ammoniac (NH3),16600,kg/an
29136004,PRATENOU (SCEA de),2015,Air,Ammoniac (NH3),18800,kg/an
29136124,EARL KERHERVE,2015,Air,Ammoniac (NH3),15600,kg/an
29149139,SCEA DU HARS,2015,Air,Ammoniac (NH3),15500,kg/an
29162107,EARL AR BRUG,2015,Air,Ammoniac (NH3),11200,kg/an
29171014,LE DONGE CLAUDE ANDRE,2015,Air,Ammoniac (NH3),14200,kg/an
29177008,EARL JAOUEN,2015,Air,Ammoniac (NH3),27300,kg/an
29177050,GAEC DE KERASCOT,2015,Air,Ammoniac (NH3),10500,kg/an
29178029,EARL DES SOURCES,2015,Air,Ammoniac (NH3),16400,kg/an
29180060,GAEC PAPE,2015,Air,Ammoniac (NH3),14400,kg/an
29180114,EARL LE BERRE,2015,Air,Ammoniac (NH3),15300,kg/an
29184011,GAEC DE PEN AR FOREST,2015,Air,Ammoniac (NH3),14200,kg/an
29187074,EARL GUILLERM MORIZUR,2015,Air,Ammoniac (NH3),12500,kg/an
29195011,EARL LE ROY,2015,Air,Ammoniac (NH3),12700,kg/an
29195159,earl fagon,2015,Air,Ammoniac (NH3),11600,kg/an
29196041,GAEC DE KERBOULLOU,2015,Air,Ammoniac (NH3),12600,kg/an
29196113,EARL DES TROIS VALLEES,2015,Air,Ammoniac (NH3),15900,kg/an
29205104,LE MANACH Léon,2015,Air,Ammoniac (NH3),13100,kg/an
29206050,EARL DES PEUPLIERS,2015,Air,Ammoniac (NH3),13500,kg/an
29208092,SCEA AUX 4 VENTS,2015,Air,Ammoniac (NH3),13300,kg/an
29210011,EARL CARRER,2015,Air,Ammoniac (NH3),11800,kg/an
29210205,SCEA CUEFF,2015,Air,Ammoniac (NH3),22400,kg/an
29210224,SARL BERTHEVAS,2015,Air,Ammoniac (NH3),10200,kg/an
29210228,AR MANERIOU (GAEC),2015,Air,Ammoniac (NH3),12400,kg/an
29213098,EARL DE BELLEVUE,2015,Air,Ammoniac (NH3),18100,kg/an
29224030,EARL COSQUER,2015,Air,Ammoniac (NH3),14100,kg/an
29224118,EARL BODONAP,2015,Air,Ammoniac (NH3),12500,kg/an
29229028,EARL COLIN,2015,Air,Ammoniac (NH3),16300,kg/an
29257048,EARL de KERVENAN,2015,Air,Ammoniac (NH3),10300,kg/an
29260004,GAEC DE TOUROUS,2015,Air,Ammoniac (NH3),11900,kg/an
29272018,GUYON YVES,2015,Air,Ammoniac (NH3),19300,kg/an
29275251,PAUL (SCEA),2015,Air,Ammoniac (NH3),19100,kg/an
29278042,EARL DE LA COQUILLE,2015,Air,Ammoniac (NH3),20300,kg/an
29278069,MORVAN CATHERINE,2015,Air,Ammoniac (NH3),13300,kg/an
29280032,SCEA LE CORRE ROBERT,2015,Air,Ammoniac (NH3),15300,kg/an
29280123,GAEC BOUSSARD,2015,Air,Ammoniac (NH3),11300,kg/an
29294043,EARL DE KEROPARTZ,2015,Air,Ammoniac (NH3),15500,kg/an
29302030,SCEA MORVAN,2015,Air,Ammoniac (NH3),18700,kg/an
301.00187,APTAR,2015,Air,Hydroflurocarbures (HFC),4150,kg/an
30270011,SCEA BONNY,2015,Air,Ammoniac (NH3),14400,kg/an
31232004,EARL DE ROUMAGNAC,2015,Air,Ammoniac (NH3),12700,kg/an
32020726,GAEC de Phalange,2015,Air,Ammoniac (NH3),13400,kg/an
32042088,PUJOS Jean-Pierre,2015,Air,Ammoniac (NH3),13900,kg/an
32066902,SCEA DE HIGADERE,2015,Air,Ammoniac (NH3),30600,kg/an
32107030,Fermiers du Gers,2015,Eau (indirect),Demande biologique en oxygène (DBO5),65800,kg/an
32285727,EARL LAZIES,2015,Air,Ammoniac (NH3),16400,kg/an
33229027,SCEA DOMAINE Galaben,2015,Air,Ammoniac (NH3),24500,kg/an
33997129,EARL BOUETARD JF,2015,Air,Ammoniac (NH3),17100,kg/an
35019296,GAEC LA BROSSE,2015,Air,Ammoniac (NH3),17300,kg/an
35028095,EARL DE LA MAUDAYAIS,2015,Air,Ammoniac (NH3),17300,kg/an
35037185,SCEA DU CHESNOT,2015,Air,Ammoniac (NH3),14000,kg/an
35042088,EARL DE LA RABARDIERE,2015,Air,Ammoniac (NH3),14700,kg/an
35072229,SARL PROHYBRIDES,2015,Air,Ammoniac (NH3),13000,kg/an
35085373,GAEC LA COUR,2015,Air,Ammoniac (NH3),32500,kg/an
35098134,SCEA DU BOIS DE THIOUZEE,2015,Air,Ammoniac (NH3),14500,kg/an
35111078,GAEC LE FRESNE,2015,Air,Ammoniac (NH3),14500,kg/an
35124267,EARL RUANLT,2015,Air,Ammoniac (NH3),19900,kg/an
35129067,EARL LES PINS,2015,Air,Ammoniac (NH3),15100,kg/an
35271012,EARL DES HALLIERS,2015,Air,Ammoniac (NH3),11200,kg/an
35303026,SCEA LC,2015,Air,Ammoniac (NH3),15200,kg/an
35328111,GAEC DU BROUSSAIS,2015,Air,Ammoniac (NH3),14400,kg/an
35328253,EARL POMMERY,2015,Air,Ammoniac (NH3),14600,kg/an
36030018,SCEA LA VILLENEUVE,2015,Air,Ammoniac (NH3),13900,kg/an
36086073,SARL AGENA,2015,Air,Ammoniac (NH3),12600,kg/an
37098303,GAEC DES DEUX VAL,2015,Air,Ammoniac (NH3),11700,kg/an
37144076,SAS LA FENNETRIE,2015,Air,Ammoniac (NH3),69000,kg/an
38095110,EARL l oeuf de gervan,2015,Air,Ammoniac (NH3),22200,kg/an
38227023,SOGIFRA,2015,Air,Ammoniac (NH3),20600,kg/an
38410056,EARL NALLET,2015,Air,Ammoniac (NH3),16600,kg/an
39455384,GAEC DE L'IDEE,2015,Air,Ammoniac (NH3),15800,kg/an
400.00003,Electricité de Mayotte (EDM) Centrale de Longoni,2015,Air,Antimoine et ses composés (Sb),11.5,kg/an
400.00003,Electricité de Mayotte (EDM) Centrale de Longoni,2015,Air,Cobalt et ses composés (Co),15.3,kg/an
400.00003,Electricité de Mayotte (EDM) Centrale de Longoni,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),233000,kg/an
400.00003,Electricité de Mayotte (EDM) Centrale de Longoni,2015,Air,Vanadium et ses composés,11.5,kg/an
400.00003,Electricité de Mayotte (EDM) Centrale de Longoni,2015,Air,CO2 Total d'origine non biomasse uniquement,138000.000,t/an
400.00003,Electricité de Mayotte (EDM) Centrale de Longoni,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),138000.000,t/an
400.00024,Electricité de Mayotte (EDM) Centrale des Badamiers,2015,Air,Cobalt et ses composés (Co),5.9,kg/an
400.00024,Electricité de Mayotte (EDM) Centrale des Badamiers,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),723000,kg/an
400.00024,Electricité de Mayotte (EDM) Centrale des Badamiers,2015,Air,CO2 Total d'origine non biomasse uniquement,53400.000,t/an
400.00024,Electricité de Mayotte (EDM) Centrale des Badamiers,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),53400.000,t/an
40282001,FERMIERS LANDAIS SAS,2015,Eau (indirect),Demande biologique en oxygène (DBO5),99800,kg/an
40282001,FERMIERS LANDAIS SAS,2015,Eau (indirect),Demande chimique en oxygène (DCO),178000,kg/an
42129001,AOSTE site de Maclas,2015,Sol,Zinc et ses composés (Zn),178,kg/an
43764364,EARL DE KERNER,2015,Air,Ammoniac (NH3),27700,kg/an
44041042,SCEA LEMOINE,2015,Air,Ammoniac (NH3),58400,kg/an
44051048,SARL LES PINS,2015,Air,Ammoniac (NH3),13400,kg/an
44051121,EARL DU DOMAINE HAMON,2015,Air,Ammoniac (NH3),19200,kg/an
44065001,GAEC CRUAUT,2015,Air,Ammoniac (NH3),19400,kg/an
44067189,SARL LES TROIS RIVIERES,2015,Air,Ammoniac (NH3),14700,kg/an
44067197,SCEA SAINT YVES,2015,Air,Ammoniac (NH3),16200,kg/an
44072000,SCEA SUTEAU,2015,Air,Ammoniac (NH3),10900,kg/an
44077338,EARL DES ARCADES,2015,Air,Ammoniac (NH3),11300,kg/an
44110059,EARL DU PETIT CANAL,2015,Air,Ammoniac (NH3),11000,kg/an
44142261,EARL LES OEUFS DU BOULAY,2015,Air,Ammoniac (NH3),49700,kg/an
44150001,DELABLI - Division ADRIMEX,2015,Eau (indirect),Demande biologique en oxygène (DBO5),82800,kg/an
44180231,AUBRET,2015,Eau (indirect),Demande biologique en oxygène (DBO5),217000,kg/an
44180231,AUBRET,2015,Eau (indirect),Demande chimique en oxygène (DCO),442000,kg/an
44180231,AUBRET,2015,Eau (indirect),Phosphore total (P),5870,kg/an
44190005,COVI,2015,Eau (indirect),Demande biologique en oxygène (DBO5),108000,kg/an
44202273,GAEC LA SIONNIERE,2015,Air,Ammoniac (NH3),22400,kg/an
45082584,PORAUBENNES,2015,Air,Ammoniac (NH3),31300,kg/an
45313540,DOMAINE DES ACACIAS,2015,Air,Ammoniac (NH3),40400,kg/an
46066028,SAS élevages de CAZALS,2015,Air,Ammoniac (NH3),14400,kg/an
47112058,EARL PAJAU PORC FERMIER,2015,Air,Ammoniac (NH3),18200,kg/an
49002706,JULIERE (GAEC DE LA),2015,Air,Ammoniac (NH3),18200,kg/an
49003597,MENARD DIDIER,2015,Air,Ammoniac (NH3),11500,kg/an
501.00152,gaec du perrat,2015,Air,Ammoniac (NH3),41100,kg/an
501.00530,ALAIN MALOD,2015,Air,Ammoniac (NH3),11000,kg/an
501.00814,Barilla France,2015,Air,Hydroflurocarbures (HFC),160,kg/an
501.00831,LA BRESSE SAS,2015,Eau (indirect),Demande biologique en oxygène (DBO5),49700,kg/an
501.00901,EARL du Soleil Levant,2015,Air,Ammoniac (NH3),15400,kg/an
